,between centrality,degree centrality,close centrality,eigen centrality,strength,degree,date
Auroracoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,59,17,2016-02-07
Bitcoin,0.02578467284349637,1.0,1.0,0.2456079729810372,344,18,2016-02-07
Dash,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,82,17,2016-02-07
Dogecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,215,18,2016-02-07
Ethereum,0.001436472024707319,0.8888888888888888,0.9,0.23041789875948826,77,16,2016-02-07
Litecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,228,17,2016-02-07
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,52,16,2016-02-07
Monero,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,32,14,2016-02-07
NEM,0.02578467284349637,1.0,1.0,0.2456079729810372,33,18,2016-02-07
Namecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,148,18,2016-02-07
Nxt,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,55,17,2016-02-07
Peercoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,142,17,2016-02-07
PotCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,35,16,2016-02-07
Primecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,145,17,2016-02-07
Ripple,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,139,17,2016-02-07
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,27,14,2016-02-07
Titcoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,38,17,2016-02-07
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20544802217114627,52,14,2016-02-07
NuBits,0.0,0.2222222222222222,0.5625,0.059702512187785536,5,4,2016-02-07
Bitcoin,0.0,1.0,1.0,0.3779644730092272,91,6,2013-12-29
Dogecoin,0.0,1.0,1.0,0.3779644730092272,35,6,2013-12-29
Litecoin,0.0,1.0,1.0,0.3779644730092272,63,6,2013-12-29
Namecoin,0.0,1.0,1.0,0.3779644730092272,48,6,2013-12-29
Peercoin,0.0,1.0,1.0,0.3779644730092272,49,6,2013-12-29
Primecoin,0.0,1.0,1.0,0.3779644730092272,35,6,2013-12-29
Ripple,0.0,1.0,1.0,0.3779644730092272,37,6,2013-12-29
Auroracoin,0.014017857142857141,0.875,0.8888888888888888,0.26698867448115465,37,14,2015-03-15
Bitcoin,0.033323412698412685,0.9375,0.9411764705882352,0.2742340382511141,259,15,2015-03-15
Dash,0.014017857142857141,0.875,0.8888888888888888,0.26698867448115465,41,14,2015-03-15
Dogecoin,0.020625,0.875,0.8888888888888888,0.2641034103694821,145,14,2015-03-15
Ethereum,0.007142857142857142,0.8125,0.8421052631578947,0.25523785299798196,39,13,2015-03-15
Litecoin,0.014017857142857141,0.875,0.8888888888888888,0.26698867448115465,173,14,2015-03-15
MazaCoin,0.007142857142857142,0.8125,0.8421052631578947,0.255237852997982,37,13,2015-03-15
Namecoin,0.05324404761904762,1.0,1.0,0.28441326943546746,112,16,2015-03-15
Nxt,0.007142857142857142,0.8125,0.8421052631578947,0.2552864563007033,23,13,2015-03-15
Peercoin,0.020625,0.875,0.8888888888888888,0.26410341036948204,121,14,2015-03-15
PotCoin,0.0,0.5,0.6666666666666666,0.16512686000420587,8,8,2015-03-15
Primecoin,0.02671626984126984,0.9375,0.9411764705882352,0.27711930236278665,112,15,2015-03-15
Ripple,0.023253968253968253,0.875,0.8888888888888888,0.2625318200706627,109,14,2015-03-15
Titcoin,0.0,0.4375,0.64,0.14363764385563274,8,7,2015-03-15
Vertcoin,0.017063492063492062,0.875,0.8888888888888888,0.2654170841823353,51,14,2015-03-15
NEM,0.0,0.4375,0.64,0.14295063456110066,9,7,2015-03-15
Stellar,0.0,0.3125,0.5925925925925926,0.10292219099658798,8,5,2015-03-15
Bitcoin,0.16666666666666666,1.0,1.0,0.5100364187624349,25,4,2013-05-12
Litecoin,0.0,0.75,0.8,0.4390419009464295,10,3,2013-05-12
Namecoin,0.16666666666666666,1.0,1.0,0.5100364187624349,10,4,2013-05-12
Peercoin,0.0,0.75,0.8,0.4390419009464296,4,3,2013-05-12
Ripple,0.0,0.5,0.6666666666666666,0.3069366734339046,11,2,2013-05-12
Auroracoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,66,18,2016-12-11
Bitcoin,0.04410097372282245,1.0,1.0,0.2357404576654591,406,21,2016-12-11
Dash,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,102,19,2016-12-11
Dogecoin,0.04410097372282245,1.0,1.0,0.2357404576654591,234,21,2016-12-11
Ethereum,0.04007936507936508,0.9523809523809524,0.9545454545454546,0.2247723282302383,139,20,2016-12-11
Gridcoin,0.0,0.8095238095238095,0.84,0.2116782594986229,17,17,2016-12-11
Litecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,240,19,2016-12-11
MazaCoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,67,19,2016-12-11
Monero,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,63,19,2016-12-11
NEM,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,53,19,2016-12-11
Namecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,164,19,2016-12-11
Nxt,0.014735894357743097,0.9523809523809524,0.9545454545454546,0.2337689328438128,78,20,2016-12-11
Peercoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,148,19,2016-12-11
PotCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,40,18,2016-12-11
Primecoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,158,18,2016-12-11
Ripple,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,163,19,2016-12-11
Stellar,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,34,18,2016-12-11
Titcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,53,18,2016-12-11
Vertcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,72,18,2016-12-11
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.038048119608257186,4,3,2016-12-11
NuBits,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,14,8,2016-12-11
Zcash,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,17,8,2016-12-11
Auroracoin,0.0,0.8,0.8166666666666667,0.2762870151739457,25,12,2014-10-12
Bitcoin,0.05714285714285715,0.8666666666666667,0.8711111111111112,0.2798565297585885,226,13,2014-10-12
Dash,0.0,0.8,0.8166666666666667,0.2762870151739458,25,12,2014-10-12
Dogecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,135,12,2014-10-12
Ethereum,0.0,0.8,0.8166666666666667,0.2762870151739458,33,12,2014-10-12
Litecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,149,12,2014-10-12
MazaCoin,0.0,0.8,0.8166666666666667,0.2762870151739458,36,12,2014-10-12
Namecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,92,12,2014-10-12
Nxt,0.0,0.8,0.8166666666666667,0.2762870151739458,12,12,2014-10-12
Peercoin,0.0,0.8,0.8166666666666667,0.2762870151739458,107,12,2014-10-12
Primecoin,0.1238095238095238,0.8666666666666667,0.8711111111111112,0.2780603037984111,103,13,2014-10-12
Ripple,0.05714285714285715,0.8666666666666667,0.8711111111111112,0.2798565297585886,101,13,2014-10-12
Vertcoin,0.0,0.8,0.8166666666666667,0.27628701517394577,44,12,2014-10-12
Stellar,0.0,0.13333333333333333,0.4839506172839506,0.046517859922150434,3,2,2014-10-12
Titcoin,0.0,0.06666666666666668,0.4666666666666667,0.023109611106147548,1,1,2014-10-12
PotCoin,0.0,0.0,0.0,4.2674112952850025e-09,0,0,2014-10-12
Bitcoin,0.6666666666666666,1.0,1.0,0.6116286437343044,18,3,2013-03-03
Litecoin,0.0,0.6666666666666666,0.75,0.5227204550943347,5,2,2013-03-03
Namecoin,0.0,0.6666666666666666,0.75,0.5227204550943347,8,2,2013-03-03
Ripple,0.0,0.3333333333333333,0.6,0.2818457979386573,9,1,2013-03-03
Auroracoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,61,17,2016-06-19
Bitcoin,0.025245995834231125,1.0,1.0,0.2442549366081788,371,18,2016-06-19
Dash,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,94,17,2016-06-19
Dogecoin,0.025245995834231125,1.0,1.0,0.2442549366081788,220,18,2016-06-19
Ethereum,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,101,17,2016-06-19
Litecoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,233,17,2016-06-19
MazaCoin,0.0009337068160597573,0.8888888888888888,0.9,0.22928274260789336,59,16,2016-06-19
Monero,0.0,0.7777777777777777,0.8181818181818182,0.20382294509643026,36,14,2016-06-19
NEM,0.025245995834231125,1.0,1.0,0.2442549366081788,49,18,2016-06-19
Namecoin,0.025245995834231125,1.0,1.0,0.2442549366081788,158,18,2016-06-19
Nxt,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,67,17,2016-06-19
Peercoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,142,17,2016-06-19
PotCoin,0.0009337068160597573,0.8888888888888888,0.9,0.2292827426078933,37,16,2016-06-19
Primecoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,152,17,2016-06-19
Ripple,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,146,17,2016-06-19
Stellar,0.0,0.8333333333333333,0.8571428571428571,0.21767243189330485,31,15,2016-06-19
Titcoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,50,17,2016-06-19
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20382294509643026,54,14,2016-06-19
NuBits,0.0,0.2222222222222222,0.5625,0.0590161833854051,7,4,2016-06-19
Auroracoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,61,17,2016-07-24
Bitcoin,0.025245995834231125,1.0,1.0,0.2442549366081788,373,18,2016-07-24
Dash,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,94,17,2016-07-24
Dogecoin,0.025245995834231125,1.0,1.0,0.2442549366081788,220,18,2016-07-24
Ethereum,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,102,17,2016-07-24
Litecoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,233,17,2016-07-24
MazaCoin,0.0009337068160597573,0.8888888888888888,0.9,0.22928274260789336,59,16,2016-07-24
Monero,0.0,0.7777777777777777,0.8181818181818182,0.20382294509643026,36,14,2016-07-24
NEM,0.025245995834231125,1.0,1.0,0.2442549366081788,49,18,2016-07-24
Namecoin,0.025245995834231125,1.0,1.0,0.2442549366081788,158,18,2016-07-24
Nxt,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,68,17,2016-07-24
Peercoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,142,17,2016-07-24
PotCoin,0.0009337068160597573,0.8888888888888888,0.9,0.2292827426078933,37,16,2016-07-24
Primecoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,152,17,2016-07-24
Ripple,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,146,17,2016-07-24
Stellar,0.0,0.8333333333333333,0.8571428571428571,0.21767243189330485,31,15,2016-07-24
Titcoin,0.0023701788407670763,0.9444444444444444,0.9473684210526316,0.2408930533224819,50,17,2016-07-24
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20382294509643026,54,14,2016-07-24
NuBits,0.0,0.2222222222222222,0.5625,0.0590161833854051,7,4,2016-07-24
Auroracoin,0.0005327940086394191,0.6111111111111109,0.72,0.13459216289750395,97,22,2018-04-01
Bitcoin,0.03090332926707965,1.0,1.0,0.19569715053925055,763,36,2018-04-01
Bitcoin Gold,0.00838264328235473,0.8611111111111109,0.8780487804878049,0.17688153956613212,100,31,2018-04-01
Bitconnect,0.003867454463771557,0.7222222222222222,0.7826086956521741,0.15088508274209272,89,26,2018-04-01
Dash,0.004501366244926446,0.8611111111111109,0.8780487804878049,0.18081688155524803,256,31,2018-04-01
Dogecoin,0.025652350087529044,0.9722222222222222,0.972972972972973,0.19354834986852654,393,35,2018-04-01
Ethereum,0.03090332926707965,1.0,1.0,0.19569715053925055,436,36,2018-04-01
Gridcoin,0.0065727260079049615,0.9166666666666666,0.9230769230769232,0.189555224985457,124,33,2018-04-01
Litecoin,0.007169382601539293,0.9166666666666666,0.9230769230769232,0.18905590052370594,413,33,2018-04-01
MazaCoin,0.0050364755868701145,0.8055555555555555,0.8372093023255814,0.1669878502461702,99,29,2018-04-01
Monero,0.01317846154221192,0.9722222222222222,0.972972972972973,0.19503727884090927,273,35,2018-04-01
NEM,0.0065727260079049615,0.9166666666666666,0.9230769230769232,0.189555224985457,187,33,2018-04-01
Namecoin,0.005934907917705919,0.8888888888888888,0.9,0.18457183710921365,242,32,2018-04-01
Nxt,0.00872113315631211,0.9444444444444444,0.9473684210526316,0.19288847817018528,176,34,2018-04-01
Peercoin,0.0030087657668475647,0.8055555555555555,0.8372093023255814,0.17179931281857996,217,29,2018-04-01
PotCoin,0.00197816087297036,0.75,0.8,0.16117844754525687,95,27,2018-04-01
Primecoin,0.0018585021582824058,0.7222222222222222,0.7826086956521741,0.15495765326567282,195,26,2018-04-01
Ripple,0.012228110236597459,0.9444444444444444,0.9473684210526316,0.1901315130571797,319,34,2018-04-01
Stellar,0.005934907917705919,0.8888888888888888,0.9,0.18457183710921365,135,32,2018-04-01
Tether,0.005450341086268072,0.8611111111111109,0.8780487804878049,0.17974252244151676,104,31,2018-04-01
Titcoin,0.0025837249903030296,0.8055555555555555,0.8372093023255814,0.1725666984740996,114,29,2018-04-01
Vertcoin,0.0013149053288986454,0.6666666666666666,0.75,0.14384532500023478,105,24,2018-04-01
Zcash,0.009958723395193408,0.8888888888888888,0.9,0.1805716187268848,176,32,2018-04-01
Bitcoin Cash,0.009786274614975202,0.8888888888888888,0.9,0.1808977282898681,167,32,2018-04-01
Bitcoin Private,0.0009558166701023843,0.4722222222222222,0.6545454545454545,0.10092201918715116,26,17,2018-04-01
Cardano,0.006101258877574668,0.7777777777777777,0.8181818181818182,0.1609078626181886,94,28,2018-04-01
Decred,0.000990611833625164,0.5833333333333333,0.7058823529411765,0.12653256476874788,36,21,2018-04-01
EOS,0.00041147881589565513,0.5277777777777778,0.6792452830188679,0.11604087562035692,23,19,2018-04-01
Ethereum Classic,0.0054777239631388,0.8611111111111109,0.8780487804878049,0.17970487332794297,169,31,2018-04-01
Filecoin,0.006502898549226538,0.8055555555555555,0.8372093023255814,0.16713933199422346,61,29,2018-04-01
NEO,0.006101258877574668,0.7777777777777777,0.8181818181818182,0.1609078626181886,49,28,2018-04-01
NuBits,0.0017160473026117528,0.6666666666666666,0.75,0.14414744300976393,53,24,2018-04-01
OmiseGO,0.0012322894604322812,0.6944444444444444,0.7659574468085106,0.15168401342512158,44,25,2018-04-01
Petro,0.00211452325407343,0.6944444444444444,0.7659574468085106,0.14853490856265486,40,25,2018-04-01
VeChain,0.0,0.3055555555555555,0.5901639344262295,0.06505973650694304,11,11,2018-04-01
Verge,0.0,0.08333333333333333,0.5217391304347826,0.019979160267653145,3,3,2018-04-01
Waves platform,0.0008090410303172601,0.5833333333333333,0.7058823529411765,0.12765056305067868,42,21,2018-04-01
Auroracoin,0.002269176901529843,0.8823529411764706,0.8947368421052632,0.2280387055006916,44,15,2015-09-13
Bitcoin,0.0075775123569241185,1.0,1.0,0.2514746891817337,315,17,2015-09-13
Dash,0.0032845830639948283,0.9411764705882352,0.9444444444444444,0.24135221378496602,63,16,2015-09-13
Dogecoin,0.0075775123569241185,1.0,1.0,0.2514746891817337,198,17,2015-09-13
Ethereum,0.0032845830639948283,0.9411764705882352,0.9444444444444444,0.24135221378496602,67,16,2015-09-13
Litecoin,0.0075775123569241185,1.0,1.0,0.2514746891817337,217,17,2015-09-13
MazaCoin,0.0050165520753756064,0.9411764705882352,0.9444444444444444,0.23957162466182555,47,16,2015-09-13
Monero,0.0010154061624649859,0.7647058823529411,0.8095238095238095,0.20003179644795707,27,13,2015-09-13
Namecoin,0.0075775123569241185,1.0,1.0,0.2514746891817337,129,17,2015-09-13
Nxt,0.0050165520753756064,0.9411764705882352,0.9444444444444444,0.23957162466182555,37,16,2015-09-13
Peercoin,0.006562106194459135,0.9411764705882352,0.9444444444444444,0.2381611808974593,126,16,2015-09-13
PotCoin,0.005704263057204235,0.9411764705882352,0.9444444444444444,0.23866622255524186,26,16,2015-09-13
Primecoin,0.0032845830639948283,0.9411764705882352,0.9444444444444444,0.24135221378496602,131,16,2015-09-13
Ripple,0.0075775123569241185,1.0,1.0,0.2514746891817337,130,17,2015-09-13
Titcoin,0.0075775123569241185,1.0,1.0,0.2514746891817337,33,17,2015-09-13
Vertcoin,0.0010154061624649859,0.8235294117647058,0.85,0.21524704838186431,52,14,2015-09-13
NEM,0.005826812076812077,0.8823529411764706,0.8947368421052632,0.22373297112429255,27,15,2015-09-13
Stellar,0.0004901960784313724,0.6470588235294118,0.7391304347826086,0.17010780506984566,19,11,2015-09-13
Auroracoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,60,17,2016-04-17
Bitcoin,0.02578467284349637,1.0,1.0,0.2456079729810372,356,18,2016-04-17
Dash,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,88,17,2016-04-17
Dogecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,218,18,2016-04-17
Ethereum,0.001436472024707319,0.8888888888888888,0.9,0.23041789875948826,79,16,2016-04-17
Litecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,228,17,2016-04-17
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,57,16,2016-04-17
Monero,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,36,14,2016-04-17
NEM,0.02578467284349637,1.0,1.0,0.2456079729810372,37,18,2016-04-17
Namecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,150,18,2016-04-17
Nxt,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,59,17,2016-04-17
Peercoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,142,17,2016-04-17
PotCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,35,16,2016-04-17
Primecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,149,17,2016-04-17
Ripple,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,142,17,2016-04-17
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,28,14,2016-04-17
Titcoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,42,17,2016-04-17
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20544802217114627,53,14,2016-04-17
NuBits,0.0,0.2222222222222222,0.5625,0.059702512187785536,7,4,2016-04-17
Auroracoin,0.0,1.0,1.0,0.2773500981126145,25,12,2014-06-15
Bitcoin,0.0,1.0,1.0,0.2773500981126145,195,12,2014-06-15
Dash,0.0,1.0,1.0,0.2773500981126145,22,12,2014-06-15
Dogecoin,0.0,1.0,1.0,0.2773500981126145,118,12,2014-06-15
Ethereum,0.0,1.0,1.0,0.2773500981126145,32,12,2014-06-15
Litecoin,0.0,1.0,1.0,0.2773500981126145,130,12,2014-06-15
MazaCoin,0.0,1.0,1.0,0.2773500981126145,25,12,2014-06-15
Namecoin,0.0,1.0,1.0,0.2773500981126145,82,12,2014-06-15
Nxt,0.0,1.0,1.0,0.2773500981126145,12,12,2014-06-15
Peercoin,0.0,1.0,1.0,0.2773500981126145,94,12,2014-06-15
Primecoin,0.0,1.0,1.0,0.2773500981126145,89,12,2014-06-15
Ripple,0.0,1.0,1.0,0.2773500981126145,91,12,2014-06-15
Vertcoin,0.0,1.0,1.0,0.2773500981126145,41,12,2014-06-15
Auroracoin,0.009523809523809523,0.8125,0.8421052631578947,0.276553971464895,28,13,2015-01-25
Bitcoin,0.08888888888888886,0.875,0.8888888888888888,0.2731097853013856,244,14,2015-01-25
Dash,0.009523809523809523,0.8125,0.8421052631578947,0.276553971464895,36,13,2015-01-25
Dogecoin,0.15555555555555556,0.875,0.8888888888888888,0.27141396970793485,142,14,2015-01-25
Ethereum,0.0,0.75,0.8,0.2648751561541357,37,12,2015-01-25
Litecoin,0.009523809523809523,0.8125,0.8421052631578947,0.276553971464895,161,13,2015-01-25
MazaCoin,0.0,0.75,0.8,0.2648751561541357,36,12,2015-01-25
Namecoin,0.06785714285714285,0.875,0.8888888888888888,0.2798843998811454,104,14,2015-01-25
Nxt,0.009523809523809523,0.8125,0.8421052631578947,0.276553971464895,21,13,2015-01-25
Peercoin,0.0,0.75,0.8,0.26487515615413565,112,12,2015-01-25
Primecoin,0.009523809523809523,0.8125,0.8421052631578947,0.276553971464895,104,13,2015-01-25
Ripple,0.03055555555555556,0.8125,0.8421052631578947,0.2697793568851354,105,13,2015-01-25
Titcoin,0.0,0.4375,0.5925925925925926,0.15644429767925075,8,7,2015-01-25
Vertcoin,0.009523809523809523,0.8125,0.8421052631578947,0.2765539714648951,50,13,2015-01-25
NEM,0.0,0.125,0.5161290322580645,0.04461252092168989,2,2,2015-01-25
Stellar,0.0,0.1875,0.5333333333333333,0.06569356313421433,5,3,2015-01-25
PotCoin,0.0,0.0625,0.4848484848484849,0.021896213009214543,1,1,2015-01-25
Auroracoin,0.0,0.8571428571428571,0.875,0.22055219275317653,66,18,2017-03-26
Bitcoin,0.0401058201058201,1.0,1.0,0.2339877367638749,426,21,2017-03-26
Dash,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,123,19,2017-03-26
Dogecoin,0.0401058201058201,1.0,1.0,0.2339877367638749,241,21,2017-03-26
Ethereum,0.0401058201058201,1.0,1.0,0.2339877367638749,166,21,2017-03-26
Gridcoin,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,38,19,2017-03-26
Litecoin,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,245,19,2017-03-26
MazaCoin,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,72,19,2017-03-26
Monero,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,71,19,2017-03-26
NEM,0.011534391534391536,0.9523809523809524,0.9545454545454546,0.2320408888125696,70,20,2017-03-26
Namecoin,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,171,19,2017-03-26
Nxt,0.011534391534391536,0.9523809523809524,0.9545454545454546,0.2320408888125696,80,20,2017-03-26
Peercoin,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,157,19,2017-03-26
PotCoin,0.0,0.8571428571428571,0.875,0.22055219275317653,40,18,2017-03-26
Primecoin,0.0,0.8571428571428571,0.875,0.22055219275317653,163,18,2017-03-26
Ripple,0.005291005291005293,0.9047619047619048,0.9130434782608696,0.2262965407828731,177,19,2017-03-26
Stellar,0.0,0.8571428571428571,0.875,0.22055219275317653,50,18,2017-03-26
Titcoin,0.0,0.8571428571428571,0.875,0.22055219275317653,53,18,2017-03-26
Vertcoin,0.0,0.8571428571428571,0.875,0.22055219275317653,77,18,2017-03-26
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.03795368000881004,4,3,2017-03-26
NuBits,0.0,0.42857142857142855,0.6363636363636364,0.1119869943621366,16,9,2017-03-26
Zcash,0.0,0.42857142857142855,0.6363636363636364,0.11198699436213658,22,9,2017-03-26
Bitcoin,0.10714285714285714,0.875,0.8888888888888888,0.3794526101586201,132,7,2014-03-09
Dogecoin,0.0,0.75,0.8,0.3623919935834929,67,6,2014-03-09
Ethereum,0.0,0.25,0.5333333333333333,0.12263563008968086,2,2,2014-03-09
Litecoin,0.0,0.75,0.8,0.3623919935834929,88,6,2014-03-09
Namecoin,0.10714285714285714,0.875,0.8888888888888888,0.3794526101586201,61,7,2014-03-09
Peercoin,0.0,0.75,0.8,0.3623919935834929,69,6,2014-03-09
Primecoin,0.10714285714285714,0.875,0.8888888888888888,0.3794526101586201,58,7,2014-03-09
Ripple,0.10714285714285714,0.875,0.8888888888888888,0.3794526101586201,63,7,2014-03-09
MazaCoin,0.0,0.25,0.5333333333333333,0.12263563008968086,2,2,2014-03-09
Auroracoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,66,18,2017-01-29
Bitcoin,0.04410097372282245,1.0,1.0,0.2357404576654591,413,21,2017-01-29
Dash,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,104,19,2017-01-29
Dogecoin,0.04410097372282245,1.0,1.0,0.2357404576654591,236,21,2017-01-29
Ethereum,0.04007936507936508,0.9523809523809524,0.9545454545454546,0.2247723282302383,149,20,2017-01-29
Gridcoin,0.0,0.8095238095238095,0.84,0.2116782594986229,19,17,2017-01-29
Litecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,240,19,2017-01-29
MazaCoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,67,19,2017-01-29
Monero,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,66,19,2017-01-29
NEM,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,53,19,2017-01-29
Namecoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,165,19,2017-01-29
Nxt,0.014735894357743097,0.9523809523809524,0.9545454545454546,0.2337689328438128,78,20,2017-01-29
Peercoin,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,148,19,2017-01-29
PotCoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,40,18,2017-01-29
Primecoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,158,18,2017-01-29
Ripple,0.006912765106042418,0.9047619047619048,0.9130434782608696,0.228546926540778,169,19,2017-01-29
Stellar,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,37,18,2017-01-29
Titcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,53,18,2017-01-29
Vertcoin,0.0002801120448179272,0.8571428571428571,0.875,0.2233249202377431,72,18,2017-01-29
Ethereum Classic,0.0,0.14285714285714285,0.5384615384615384,0.038048119608257186,4,3,2017-01-29
NuBits,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,14,8,2017-01-29
Zcash,0.0,0.3809523809523809,0.6176470588235294,0.10078024048205017,21,8,2017-01-29
Bitcoin,0.0,1.0,1.0,0.40824829046386296,46,5,2013-11-24
Litecoin,0.0,1.0,1.0,0.40824829046386296,38,5,2013-11-24
Namecoin,0.0,1.0,1.0,0.40824829046386296,25,5,2013-11-24
Peercoin,0.0,1.0,1.0,0.40824829046386296,25,5,2013-11-24
Primecoin,0.0,1.0,1.0,0.40824829046386296,16,5,2013-11-24
Ripple,0.0,1.0,1.0,0.40824829046386296,24,5,2013-11-24
Bitcoin,0.0,1.0,1.0,0.3779644730092272,83,6,2013-12-22
Dogecoin,0.0,1.0,1.0,0.3779644730092272,29,6,2013-12-22
Litecoin,0.0,1.0,1.0,0.3779644730092272,60,6,2013-12-22
Namecoin,0.0,1.0,1.0,0.3779644730092272,45,6,2013-12-22
