,between centrality,degree centrality,close centrality,eigen centrality,strength,degree,date
MazaCoin,0.0034791840712893344,0.75,0.7889610389610391,0.18485161357805074,77,21,2017-11-26
Monero,0.007919157362004676,0.8928571428571428,0.8977832512315271,0.21324287976572526,190,25,2017-11-26
NEM,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,125,26,2017-11-26
Namecoin,0.03407974138323295,0.8571428571428571,0.8678571428571429,0.2013492067821287,193,24,2017-11-26
Nxt,0.00986823708886218,0.8928571428571428,0.8977832512315271,0.2118448871854009,129,25,2017-11-26
Peercoin,0.003492045716172208,0.8214285714285714,0.8398617511520737,0.20195917578487796,194,23,2017-11-26
PotCoin,0.00227315360092155,0.7857142857142857,0.8136160714285714,0.1956288325587937,74,22,2017-11-26
Primecoin,0.0008553405117732603,0.75,0.7889610389610391,0.1891003483937372,185,21,2017-11-26
Ripple,0.007367917052361004,0.8571428571428571,0.8678571428571429,0.20592047818940307,210,24,2017-11-26
Stellar,0.0008553405117732603,0.75,0.7889610389610391,0.1891003483937372,64,21,2017-11-26
Titcoin,0.004063470867429292,0.8214285714285714,0.8398617511520737,0.2009881275436432,80,23,2017-11-26
Vertcoin,0.00270304778081573,0.8214285714285714,0.8398617511520737,0.20323046693383398,103,23,2017-11-26
Bitcoin Cash,0.003178125476211377,0.7857142857142857,0.8136160714285714,0.19354081185358546,72,22,2017-11-26
Bitconnect,0.002840604427906015,0.6428571428571428,0.7232142857142857,0.15630703354547726,28,18,2017-11-26
Decred,0.0,0.42857142857142855,0.6198979591836735,0.10969043804035893,16,12,2017-11-26
Ethereum Classic,0.006793792311201028,0.8571428571428571,0.8678571428571429,0.2060353603522253,119,24,2017-11-26
NuBits,0.0,0.3571428571428571,0.5917207792207793,0.09338206202957287,18,10,2017-11-26
Waves platform,0.001607077203851001,0.7142857142857142,0.7657563025210083,0.1791983878377864,31,20,2017-11-26
Zcash,0.002564923275707589,0.7142857142857142,0.7657563025210083,0.17679130493755282,96,20,2017-11-26
Filecoin,0.0,0.07142857142857142,0.5006868131868132,0.018576540911833417,2,2,2017-11-26
OmiseGO,0.0,0.0,0.0,4.809918546192413e-11,0,0,2017-11-26
Bitcoin,0.16666666666666666,1.0,1.0,0.5573453897277424,19,3,2013-03-24
Litecoin,0.0,0.6666666666666666,0.75,0.43516217270028296,5,2,2013-03-24
Namecoin,0.16666666666666666,1.0,1.0,0.5573453897277424,9,3,2013-03-24
Ripple,0.0,0.6666666666666666,0.75,0.43516217270028296,11,2,2013-03-24
Auroracoin,0.004523172905525847,0.8823529411764706,0.8947368421052632,0.24863607606825336,44,15,2015-08-09
Bitcoin,0.02840856039385451,1.0,1.0,0.2648867464717645,303,17,2015-08-09
Dash,0.009413462354638823,0.9411764705882352,0.9444444444444444,0.25933371449839626,63,16,2015-08-09
Dogecoin,0.021067290552584668,0.9411764705882352,0.9444444444444444,0.25418910804162165,184,16,2015-08-09
Ethereum,0.009413462354638823,0.9411764705882352,0.9444444444444444,0.25933371449839626,64,16,2015-08-09
Litecoin,0.009413462354638823,0.9411764705882352,0.9444444444444444,0.25933371449839626,207,16,2015-08-09
MazaCoin,0.003022875816993464,0.7647058823529411,0.8095238095238095,0.2177682858096886,38,13,2015-08-09
Monero,0.0046860410830999065,0.7647058823529411,0.8095238095238095,0.2158185432860952,27,13,2015-08-09
Namecoin,0.02840856039385451,1.0,1.0,0.2648867464717645,127,17,2015-08-09
Nxt,0.0026292335115864532,0.8235294117647058,0.85,0.23493360408715105,28,14,2015-08-09
Peercoin,0.021067290552584668,0.9411764705882352,0.9444444444444444,0.25418910804162165,126,16,2015-08-09
PotCoin,0.0006127450980392157,0.7058823529411764,0.7727272727272727,0.20404164472717595,17,12,2015-08-09
Primecoin,0.009413462354638823,0.9411764705882352,0.9444444444444444,0.25933371449839626,131,16,2015-08-09
Ripple,0.0235034165181224,0.9411764705882352,0.9444444444444444,0.2519320174044661,121,16,2015-08-09
Titcoin,0.0025066844919786092,0.8235294117647058,0.85,0.2348097999934055,24,14,2015-08-09
Vertcoin,0.004452614379084967,0.8235294117647058,0.85,0.23267651344999546,52,14,2015-08-09
NEM,0.0012811942959001779,0.5882352941176471,0.7083333333333334,0.1684913138615156,16,10,2015-08-09
Stellar,0.0,0.29411764705882354,0.5862068965517241,0.08746136404738945,10,5,2015-08-09
Bitcoin,0.0,1.0,1.0,0.40824829046386296,44,5,2013-11-03
Litecoin,0.0,1.0,1.0,0.40824829046386296,34,5,2013-11-03
Namecoin,0.0,1.0,1.0,0.40824829046386296,22,5,2013-11-03
Peercoin,0.0,1.0,1.0,0.40824829046386296,18,5,2013-11-03
Primecoin,0.0,1.0,1.0,0.40824829046386296,10,5,2013-11-03
Ripple,0.0,1.0,1.0,0.40824829046386296,22,5,2013-11-03
Auroracoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,65,18,2016-09-25
Bitcoin,0.05162538699690401,1.0,1.0,0.2339755540347776,388,20,2016-09-25
Dash,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,99,18,2016-09-25
Dogecoin,0.05162538699690401,1.0,1.0,0.2339755540347776,231,20,2016-09-25
Ethereum,0.02631578947368421,0.9,0.9090909090909092,0.2197720359478381,125,18,2016-09-25
Gridcoin,0.0,0.8500000000000001,0.8695652173913043,0.2176431133005547,17,17,2016-09-25
Litecoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,239,18,2016-09-25
MazaCoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,66,18,2016-09-25
Monero,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,55,18,2016-09-25
NEM,0.02004643962848297,0.95,0.9523809523809524,0.2319588549346232,52,19,2016-09-25
Namecoin,0.02004643962848297,0.95,0.9523809523809524,0.2319588549346232,162,19,2016-09-25
Nxt,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,75,18,2016-09-25
Peercoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,146,18,2016-09-25
PotCoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,40,18,2016-09-25
Primecoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,157,18,2016-09-25
Ripple,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,153,18,2016-09-25
Stellar,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,34,18,2016-09-25
Titcoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,53,18,2016-09-25
Vertcoin,0.0003095975232198142,0.9,0.9090909090909092,0.2292262252020236,72,18,2016-09-25
Ethereum Classic,0.0,0.15000000000000002,0.5405405405405406,0.03826324588419538,4,3,2016-09-25
NuBits,0.0,0.2,0.5555555555555556,0.051846897311885465,7,4,2016-09-25
Auroracoin,0.0015868170630075388,0.6785714285714285,0.7438775510204082,0.16990791727702748,78,19,2017-11-19
Bitcoin,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,580,26,2017-11-19
Bitcoin Gold,0.0008009451593902916,0.5,0.6508928571428572,0.12633795082601615,26,14,2017-11-19
Dash,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,195,26,2017-11-19
Dogecoin,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,317,26,2017-11-19
Ethereum,0.04958792363394556,0.9642857142857142,0.9642857142857144,0.21799220574782546,291,27,2017-11-19
Gridcoin,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,74,26,2017-11-19
Litecoin,0.005614436803315861,0.8571428571428571,0.8678571428571429,0.20788358478087576,303,24,2017-11-19
MazaCoin,0.0034791840712893344,0.75,0.7889610389610391,0.18485161357805074,77,21,2017-11-19
Monero,0.007919157362004676,0.8928571428571428,0.8977832512315271,0.21324287976572526,187,25,2017-11-19
NEM,0.012550886596908516,0.9285714285714284,0.9298469387755104,0.2172041821702504,125,26,2017-11-19
Namecoin,0.03407974138323295,0.8571428571428571,0.8678571428571429,0.2013492067821287,191,24,2017-11-19
Nxt,0.00986823708886218,0.8928571428571428,0.8977832512315271,0.2118448871854009,129,25,2017-11-19
Peercoin,0.003492045716172208,0.8214285714285714,0.8398617511520737,0.20195917578487796,194,23,2017-11-19
PotCoin,0.00227315360092155,0.7857142857142857,0.8136160714285714,0.1956288325587937,74,22,2017-11-19
Primecoin,0.0008553405117732603,0.75,0.7889610389610391,0.1891003483937372,185,21,2017-11-19
Ripple,0.007367917052361004,0.8571428571428571,0.8678571428571429,0.20592047818940307,210,24,2017-11-19
Stellar,0.0008553405117732603,0.75,0.7889610389610391,0.1891003483937372,64,21,2017-11-19
Titcoin,0.004063470867429292,0.8214285714285714,0.8398617511520737,0.2009881275436432,80,23,2017-11-19
Vertcoin,0.00270304778081573,0.8214285714285714,0.8398617511520737,0.20323046693383398,103,23,2017-11-19
Bitcoin Cash,0.003178125476211377,0.7857142857142857,0.8136160714285714,0.19354081185358546,70,22,2017-11-19
Bitconnect,0.002840604427906015,0.6428571428571428,0.7232142857142857,0.15630703354547726,28,18,2017-11-19
Decred,0.0,0.42857142857142855,0.6198979591836735,0.10969043804035893,16,12,2017-11-19
Ethereum Classic,0.006793792311201028,0.8571428571428571,0.8678571428571429,0.2060353603522253,116,24,2017-11-19
NuBits,0.0,0.3571428571428571,0.5917207792207793,0.09338206202957287,18,10,2017-11-19
Waves platform,0.001607077203851001,0.7142857142857142,0.7657563025210083,0.1791983878377864,31,20,2017-11-19
Zcash,0.002564923275707589,0.7142857142857142,0.7657563025210083,0.17679130493755282,96,20,2017-11-19
Filecoin,0.0,0.07142857142857142,0.5006868131868132,0.018576540911833417,2,2,2017-11-19
OmiseGO,0.0,0.0,0.0,4.809918546192413e-11,0,0,2017-11-19
Auroracoin,0.005247326203208557,0.8823529411764706,0.8947368421052632,0.25027276082761385,42,15,2015-07-12
Bitcoin,0.029602484933367288,1.0,1.0,0.2667560085341947,297,17,2015-07-12
Dash,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,63,16,2015-07-12
Dogecoin,0.02215909090909091,0.9411764705882352,0.9444444444444444,0.2558849720674909,177,16,2015-07-12
Ethereum,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,58,16,2015-07-12
Litecoin,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,203,16,2015-07-12
MazaCoin,0.003022875816993464,0.7647058823529411,0.8095238095238095,0.2199754501712869,38,13,2015-07-12
Monero,0.005456614463967405,0.7647058823529411,0.8095238095238095,0.2169914595070617,27,13,2015-07-12
Namecoin,0.029602484933367288,1.0,1.0,0.2667560085341947,126,17,2015-07-12
Nxt,0.0033533868092691624,0.8235294117647058,0.85,0.23639724322253114,27,14,2015-07-12
Peercoin,0.02215909090909091,0.9411764705882352,0.9444444444444444,0.2558849720674909,126,16,2015-07-12
PotCoin,0.0006127450980392157,0.7058823529411764,0.7727272727272727,0.20592432732688454,16,12,2015-07-12
Primecoin,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943175,131,16,2015-07-12
Ripple,0.02060308972073678,0.8823529411764706,0.8947368421052632,0.2394631790162467,117,15,2015-07-12
Titcoin,0.0018939393939393933,0.7647058823529411,0.8095238095238095,0.2208938956175197,22,13,2015-07-12
Vertcoin,0.0052231877599524645,0.8235294117647058,0.85,0.2341004783089546,52,14,2015-07-12
NEM,0.0012811942959001779,0.5882352941176471,0.7083333333333334,0.1700057511834199,16,10,2015-07-12
Stellar,0.0,0.29411764705882354,0.5862068965517241,0.0877652876569713,8,5,2015-07-12
Auroracoin,0.0,0.8,0.8166666666666667,0.2762870151739457,25,12,2014-09-28
Bitcoin,0.05714285714285715,0.8666666666666667,0.8711111111111112,0.2798565297585885,224,13,2014-09-28
Dash,0.0,0.8,0.8166666666666667,0.2762870151739458,25,12,2014-09-28
Dogecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,135,12,2014-09-28
Ethereum,0.0,0.8,0.8166666666666667,0.2762870151739458,33,12,2014-09-28
Litecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,147,12,2014-09-28
MazaCoin,0.0,0.8,0.8166666666666667,0.2762870151739458,36,12,2014-09-28
Namecoin,0.0,0.8,0.8166666666666667,0.2762870151739458,92,12,2014-09-28
Nxt,0.0,0.8,0.8166666666666667,0.2762870151739458,12,12,2014-09-28
Peercoin,0.0,0.8,0.8166666666666667,0.2762870151739458,107,12,2014-09-28
Primecoin,0.1238095238095238,0.8666666666666667,0.8711111111111112,0.2780603037984111,103,13,2014-09-28
Ripple,0.05714285714285715,0.8666666666666667,0.8711111111111112,0.2798565297585886,99,13,2014-09-28
Vertcoin,0.0,0.8,0.8166666666666667,0.27628701517394577,44,12,2014-09-28
Stellar,0.0,0.13333333333333333,0.4839506172839506,0.046517859922150434,3,2,2014-09-28
Titcoin,0.0,0.06666666666666668,0.4666666666666667,0.023109611106147548,1,1,2014-09-28
PotCoin,0.0,0.0,0.0,4.2674112952850025e-09,0,0,2014-09-28
Auroracoin,0.0006327939963527121,0.9166666666666666,0.9230769230769232,0.16777513439528202,174,33,2018-06-17
Bitcoin,0.007456210145165685,1.0,1.0,0.17556965844708716,834,36,2018-06-17
Bitcoin Cash,0.007456210145165685,1.0,1.0,0.17556965844708716,255,36,2018-06-17
Bitcoin Gold,0.00438197500583838,0.9444444444444444,0.9473684210526316,0.16877779902996418,154,34,2018-06-17
Bitcoin Private,0.0036969707097229726,0.9166666666666666,0.9230769230769232,0.1647809624035134,106,33,2018-06-17
Bitconnect,0.0026676304271670372,0.8333333333333333,0.8571428571428571,0.14963237921083944,125,30,2018-06-17
Cardano,0.0071040809422300314,0.9722222222222222,0.972972972972973,0.17092209567429956,170,35,2018-06-17
Dash,0.0006327939963527121,0.9166666666666666,0.9230769230769232,0.16777513439528202,318,33,2018-06-17
Decred,0.0006327939963527121,0.9166666666666666,0.9230769230769232,0.16777513439528202,116,33,2018-06-17
Dogecoin,0.003546077068365942,0.9722222222222222,0.972972972972973,0.1739162676660682,481,35,2018-06-17
EOS,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,129,34,2018-06-17
Ethereum,0.007456210145165685,1.0,1.0,0.17556965844708716,504,36,2018-06-17
Ethereum Classic,0.0006327939963527121,0.9166666666666666,0.9230769230769232,0.16777513439528202,227,33,2018-06-17
Filecoin,0.0038847301974542095,0.9166666666666666,0.9230769230769232,0.16447017500500152,68,33,2018-06-17
Gridcoin,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,172,34,2018-06-17
Litecoin,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,493,34,2018-06-17
MazaCoin,0.0030769352484176712,0.8888888888888888,0.9,0.15918489043092598,114,32,2018-06-17
Monero,0.007456210145165685,1.0,1.0,0.17556965844708716,338,36,2018-06-17
NEM,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,247,34,2018-06-17
NEO,0.004641511616181442,0.9722222222222222,0.972972972972973,0.17351279865067512,112,35,2018-06-17
Namecoin,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,307,34,2018-06-17
NuBits,0.0006722745925254885,0.8888888888888888,0.9,0.16275573848327993,92,32,2018-06-17
Nxt,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,221,34,2018-06-17
OmiseGO,0.0010488388568420171,0.9444444444444444,0.9473684210526316,0.17185940786965614,113,34,2018-06-17
Peercoin,0.0007730810441383916,0.9166666666666666,0.9230769230769232,0.1674907381039909,285,33,2018-06-17
PotCoin,0.003546077068365942,0.9722222222222222,0.972972972972973,0.1739162676660682,181,35,2018-06-17
Primecoin,0.003270319255662317,0.9444444444444444,0.9473684210526316,0.16954759790040294,244,34,2018-06-17
Ripple,0.004049099912658627,0.9444444444444444,0.9473684210526316,0.169428525176301,385,34,2018-06-17
Stellar,0.0007730810441383916,0.9166666666666666,0.9230769230769232,0.1674907381039909,197,33,2018-06-17
Tether,0.003382513779802654,0.9444444444444444,0.9473684210526316,0.16924231378605986,122,34,2018-06-17
Titcoin,0.003546077068365942,0.9722222222222222,0.972972972972973,0.1739162676660682,173,35,2018-06-17
Vertcoin,0.000891343062825486,0.8888888888888888,0.9,0.1621799646510801,133,32,2018-06-17
Waves platform,0.00283855450568465,0.8888888888888888,0.9,0.1600889269809117,96,32,2018-06-17
Zcash,0.004289382413245788,0.9444444444444444,0.9473684210526316,0.1688652358778875,235,34,2018-06-17
Petro,0.0022318331846776147,0.7777777777777777,0.8181818181818182,0.1398913278007374,52,28,2018-06-17
VeChain,0.0,0.3055555555555555,0.5901639344262295,0.056630525839686086,11,11,2018-06-17
Verge,0.00021316646316646315,0.3888888888888888,0.6206896551724138,0.07044959929079349,20,14,2018-06-17
Auroracoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,58,17,2015-11-15
Bitcoin,0.026407144054202882,1.0,1.0,0.2468618332670834,327,18,2015-11-15
Dash,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,82,17,2015-11-15
Dogecoin,0.026407144054202882,1.0,1.0,0.2468618332670834,207,18,2015-11-15
Ethereum,0.0020170461346931943,0.8888888888888888,0.9,0.23146083088736724,70,16,2015-11-15
Litecoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,223,17,2015-11-15
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2322814410166607,52,16,2015-11-15
Monero,0.0,0.7222222222222222,0.7826086956521741,0.19277770021619928,30,13,2015-11-15
NEM,0.026407144054202882,1.0,1.0,0.2468618332670834,33,18,2015-11-15
Namecoin,0.026407144054202882,1.0,1.0,0.2468618332670834,146,18,2015-11-15
Nxt,0.001436472024707319,0.8888888888888888,0.9,0.2322814410166607,49,16,2015-11-15
Peercoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,141,17,2015-11-15
PotCoin,0.0020170461346931943,0.8888888888888888,0.9,0.23146083088736724,35,16,2015-11-15
Primecoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,145,17,2015-11-15
Ripple,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,136,17,2015-11-15
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.20702486871977707,25,14,2015-11-15
Titcoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,38,17,2015-11-15
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20702486871977707,52,14,2015-11-15
NuBits,0.0,0.2222222222222222,0.5625,0.06035364079313781,5,4,2015-11-15
Auroracoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,59,17,2015-12-27
Bitcoin,0.026407144054202882,1.0,1.0,0.2468618332670834,332,18,2015-12-27
Dash,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,82,17,2015-12-27
Dogecoin,0.026407144054202882,1.0,1.0,0.2468618332670834,211,18,2015-12-27
Ethereum,0.0020170461346931943,0.8888888888888888,0.9,0.23146083088736724,72,16,2015-12-27
Litecoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.24338534313126026,225,17,2015-12-27
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2322814410166607,52,16,2015-12-27
Monero,0.0,0.7222222222222222,0.7826086956521741,0.19277770021619928,30,13,2015-12-27
NEM,0.026407144054202882,1.0,1.0,0.2468618332670834,33,18,2015-12-27
Namecoin,0.026407144054202882,1.0,1.0,0.2468618332670834,146,18,2015-12-27
Nxt,0.001436472024707319,0.8888888888888888,0.9,0.2322814410166607,49,16,2015-12-27
Peercoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,141,17,2015-12-27
PotCoin,0.0020170461346931943,0.8888888888888888,0.9,0.23146083088736724,35,16,2015-12-27
Primecoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,145,17,2015-12-27
Ripple,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,136,17,2015-12-27
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.20702486871977707,25,14,2015-12-27
Titcoin,0.003531327060738825,0.9444444444444444,0.9473684210526316,0.2433853431312603,38,17,2015-12-27
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20702486871977707,52,14,2015-12-27
NuBits,0.0,0.2222222222222222,0.5625,0.06035364079313781,5,4,2015-12-27
Auroracoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,59,17,2016-02-21
Bitcoin,0.02578467284349637,1.0,1.0,0.2456079729810372,349,18,2016-02-21
Dash,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,83,17,2016-02-21
Dogecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,216,18,2016-02-21
Ethereum,0.001436472024707319,0.8888888888888888,0.9,0.23041789875948826,77,16,2016-02-21
Litecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,228,17,2016-02-21
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,55,16,2016-02-21
Monero,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,32,14,2016-02-21
NEM,0.02578467284349637,1.0,1.0,0.2456079729810372,33,18,2016-02-21
Namecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,150,18,2016-02-21
Nxt,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,58,17,2016-02-21
Peercoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,142,17,2016-02-21
PotCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,35,16,2016-02-21
Primecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,145,17,2016-02-21
Ripple,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,140,17,2016-02-21
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,27,14,2016-02-21
Titcoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,38,17,2016-02-21
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20544802217114627,52,14,2016-02-21
NuBits,0.0,0.2222222222222222,0.5625,0.059702512187785536,5,4,2016-02-21
Bitcoin,0.0,1.0,1.0,0.40824829046386296,34,5,2013-09-22
Litecoin,0.0,1.0,1.0,0.40824829046386296,20,5,2013-09-22
Namecoin,0.0,1.0,1.0,0.40824829046386296,16,5,2013-09-22
Peercoin,0.0,1.0,1.0,0.40824829046386296,10,5,2013-09-22
Primecoin,0.0,1.0,1.0,0.40824829046386296,6,5,2013-09-22
Ripple,0.0,1.0,1.0,0.40824829046386296,18,5,2013-09-22
Auroracoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,59,17,2016-02-14
Bitcoin,0.02578467284349637,1.0,1.0,0.2456079729810372,347,18,2016-02-14
Dash,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,82,17,2016-02-14
Dogecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,215,18,2016-02-14
Ethereum,0.001436472024707319,0.8888888888888888,0.9,0.23041789875948826,77,16,2016-02-14
Litecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,228,17,2016-02-14
MazaCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,55,16,2016-02-14
Monero,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,32,14,2016-02-14
NEM,0.02578467284349637,1.0,1.0,0.2456079729810372,33,18,2016-02-14
Namecoin,0.02578467284349637,1.0,1.0,0.2456079729810372,150,18,2016-02-14
Nxt,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,58,17,2016-02-14
Peercoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,142,17,2016-02-14
PotCoin,0.001436472024707319,0.8888888888888888,0.9,0.2304178987594883,35,16,2016-02-14
Primecoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,145,17,2016-02-14
Ripple,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,140,17,2016-02-14
Stellar,0.0,0.7777777777777777,0.8181818181818182,0.2054480221711463,27,14,2016-02-14
Titcoin,0.002908855850032321,0.9444444444444444,0.9473684210526316,0.2421875850510124,38,17,2016-02-14
Vertcoin,0.0,0.7777777777777777,0.8181818181818182,0.20544802217114627,52,14,2016-02-14
NuBits,0.0,0.2222222222222222,0.5625,0.059702512187785536,5,4,2016-02-14
Auroracoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,253,36,2019-01-13
Bitcoin,0.006787144287144286,1.0,1.0,0.16613969935997133,1001,37,2019-01-13
Bitcoin Cash,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,337,36,2019-01-13
Bitcoin Gold,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,280,36,2019-01-13
Bitcoin Private,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,169,36,2019-01-13
Bitconnect,0.006787144287144286,1.0,1.0,0.16613969935997133,243,37,2019-01-13
Cardano,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,276,36,2019-01-13
Dash,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,433,36,2019-01-13
Decred,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,180,36,2019-01-13
Dogecoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,564,36,2019-01-13
EOS,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,231,36,2019-01-13
Ethereum,0.006787144287144286,1.0,1.0,0.16613969935997133,652,37,2019-01-13
Ethereum Classic,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,340,36,2019-01-13
Filecoin,0.006299156299156298,0.972972972972973,0.9736842105263158,0.16212450782063256,118,36,2019-01-13
Gridcoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,257,36,2019-01-13
Litecoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,640,36,2019-01-13
MazaCoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,154,36,2019-01-13
Monero,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,473,36,2019-01-13
NEM,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,339,36,2019-01-13
NEO,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,210,36,2019-01-13
Namecoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,418,36,2019-01-13
NuBits,0.006493993993993993,0.972972972972973,0.9736842105263158,0.16176599290315344,161,36,2019-01-13
Nxt,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,307,36,2019-01-13
OmiseGO,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,191,36,2019-01-13
Peercoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,397,36,2019-01-13
Petro,4.290004290004289e-05,0.9459459459459459,0.9487179487179488,0.16125012246462758,149,35,2019-01-13
PotCoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,261,36,2019-01-13
Primecoin,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,382,36,2019-01-13
Ripple,0.00023058773058773062,0.972972972972973,0.9736842105263158,0.1652653140039664,509,36,2019-01-13
Stellar,0.006787144287144286,1.0,1.0,0.16613969935997133,299,37,2019-01-13
Tether,0.006299156299156298,0.972972972972973,0.9736842105263158,0.1621245078206325,253,36,2019-01-13
